blind_index,blind_sheet,sheet_position,case_id,changed_panel,visible_defect_axis,region_description,confidence,abstain,review_notes,reviewer
617,155,1,A0B3A86617EA,A,content,Two wavelength rows are missing between 0.647 and 0.789,0.99,false,Panel A has a conspicuous two-row gap in the upper table,LLM_research_audit
618,155,2,E2EB9FA97D29,B,appearance,Black horizontal occlusion within Expression 5,0.99,false,Dark bar masks a term immediately before the matrix,LLM_research_audit
619,155,3,9BC25D180AD2,,unclear,No reliably visible difference across the algorithm page,0.10,true,Pseudocode content and placement appear equivalent at inspected resolution,LLM_research_audit
620,155,4,DF1622A643B4,,unclear,No reliably visible difference in the letter header or body,0.10,true,Panels appear visually equivalent at inspected resolution,LLM_research_audit
621,156,1,721ED14B66ED,,unclear,No reliably visible difference in the figure placeholders or captions,0.10,true,Panels appear visually equivalent at inspected resolution,LLM_research_audit
622,156,2,17AAFE7E291B,A,appearance,Large black square occludes central rows of the API model table,1.00,false,High-contrast block masks multiple model names and settings,LLM_research_audit
623,156,3,9927D241421B,B,appearance,Black square occludes the first figure caption,0.99,false,Dark block masks caption text between the two figure placeholders,LLM_research_audit
624,156,4,2260B97DC75D,A,appearance,Black horizontal occlusion in the text below the figure caption,0.99,false,Dark bar masks a phrase in the lower explanatory prose,LLM_research_audit
625,157,1,C44C2427CBFC,A,appearance,Black horizontal occlusion across the second line of the title,0.99,false,Dark bar masks the beta value in the upper title region,LLM_research_audit
626,157,2,2C900FEC14B5,,unclear,No reliably visible difference across the dense model-configuration table,0.10,true,Dense small text prevents a defensible panel choice,LLM_research_audit
627,157,3,43D81E1D29D0,A,content,Words are missing from the sentence introducing Expression 1,0.98,false,Panel A has a conspicuous gap between following and taken in the upper prose line,LLM_research_audit
628,157,4,CA8C133FFB1D,,unclear,No reliably visible difference across the five mathematical expressions,0.10,true,Formula content and placement appear equivalent at inspected resolution,LLM_research_audit
